Company name,Company description,Industry,Work-life balance,Transparency,Toxic culture (R),Supportive culture,Strategy,Leadership,Innovation,Open to feedback,Agility
Nothing Bundt Cakes,Bakery chain specialising in bundt cakes,Restaurants & Fast Food,1.433170097,,-0.545980597,-0.245964004,,0.494085135,,,
Novartis,Swiss pharmaceutical company,Life Sciences & Biopharma,0.454449077,0.194722419,0.846261522,0.004335852,-2.565777798,0.279675817,0.899471079,0.289917272,-0.858246175
NTT DATA,Global IT services provider,Software & IT Services,0.130169846,-0.197344731,0.414316742,-0.304287695,0.301296202,0.196768952,-0.184429114,0.025869636,0.247889652
NVIDIA,Leader in graphics processing and AI chips,Tech Giants,-0.276326661,1.336425244,1.037239102,2.349370021,2.083030069,3.541974399,2.963133415,1.998669951,1.292248297
Oâ€™Reilly Auto Parts,Retailer of automotive parts and accessories,Specialty Retail & Apparel,0.021103402,,-0.709564845,-1.643833247,,-0.611718614,,,
Office Depot,Office supplies and business services company,Specialty Retail & Apparel,1.382119505,,1.219216746,-0.838592849,,0.225242701,,,
Okta,Identity and access management software,Software & IT Services,0.099056285,0.744278402,-1.60835967,-0.442693161,-0.388195828,-1.565932613,1.007415101,-0.921136848,-0.811363619
Old Navy,Budget fashion brand under Gap,Specialty Retail & Apparel,0.286419086,,1.106707276,0.407091038,,0.784005604,,,
Olive Garden,Casual dining Italian-American restaurant chain,Restaurants & Fast Food,1.528106475,,-0.252767362,0.905115258,,1.073999386,,,
OneMain Financial,Consumer finance company,Financial Services,-0.728133881,-0.068080233,-1.666836684,-0.315711891,-0.133362326,-1.391594171,,-0.485288266,1.266150919
Openreach,UK broadband and telecom infrastructure,Telecommunications,0.270733523,-0.440726255,-1.454817905,-1.464658777,0.844227047,-1.799140397,,-1.416832612,0.367984759
OpenText,Enterprise information management software,Software & IT Services,0.115428122,0.14484983,-0.822349378,-0.780021287,0.224787844,-0.206839145,-2.062325357,-1.408946033,-0.408292983
Oracle,Multinational computer technology corporation,Tech Giants,0.889082407,-0.95978312,-0.417606696,-1.302465072,-0.213012203,0.095968143,-0.370381091,-0.023743293,0.075550136
OSL Retail Services,Provider of outsourced retail services,Outsourcing & Staffing,-0.285423784,,-0.724699161,-0.459621057,,-0.730146336,,,
Outback Steakhouse,Steakhouse restaurant chain,Restaurants & Fast Food,0.400050519,,-0.843012811,-0.028483701,,0.885759857,,,
P.F. Chang's,Asian-themed restaurant chain,Restaurants & Fast Food,0.13516208,,-0.542811004,0.033942304,,0.457652817,,,
PA Consulting,UK-based innovation and transformation consultancy,Business Consulting,0.821492592,-2.174424102,-2.039473184,-0.003032818,-1.06448456,-0.502995874,,0.282325068,-0.804202697
Pacific Sunwear,California-based youth fashion retailer,Specialty Retail & Apparel,-0.008360452,,1.085571267,-0.215483618,,1.060004822,,,
Paladin Security,Provider of security services in Canada,Outsourcing & Staffing,-0.249709767,,-0.537706528,-0.324414188,,0.395507648,,,
Palo Alto Networks,Cybersecurity company,Software & IT Services,-1.068223372,0.214366206,-0.342838679,-0.349186921,0.603221214,-0.214363664,1.937933848,0.151782031,-0.013455698
Panasonic,Japanese electronics and appliance manufacturer,Industrials,0.29537878,-0.013160379,-0.481689836,-0.221660715,-0.14025558,0.161211592,0.46979173,-0.931485403,-0.030611068
Panda Express,American Chinese fast-food chain,Restaurants & Fast Food,-1.081549044,,-1.155152831,-0.369441777,,-2.318032118,,,
Pandora,Jewellery brand known for charm bracelets,Specialty Retail & Apparel,-1.253257199,,0.210159655,0.504566692,,0.628534533,,,
Panera Bread,Bakery chain,Restaurants & Fast Food,0.374130172,,-0.154342335,-0.328209279,,-0.634466192,,,
Papa John's,Pizza restaurant franchise,Restaurants & Fast Food,0.939538696,,0.465733153,-0.601750317,,0.845000076,,,
Paramount,Entertainment conglomerate,Media & Entertainment,0.528767561,-0.055345166,1.10354197,1.118561075,-0.103799045,0.578015643,0.077581397,0.48414446,-0.091956506
Parker Hannifin,Manufacturer of motion and control technologies,Industrials,-0.228096765,0.485956921,-0.32844135,0.462793011,0.234300305,0.26475534,-1.083846209,-0.35755469,-0.572073042
Party City,Retailer of party supplies and decorations,Specialty Retail & Apparel,0.351576619,,0.851656003,0.108031791,,-0.269075781,,,
Paychex,Provider of payroll and HR services,Business Services,0.122148037,0.148307024,-0.462497589,-0.546834669,-2.080274291,-0.591669244,,-2.960954171,-1.023214243
Paycom,Cloud-based management software,Software & IT Services,-2.438029628,-0.85388949,-1.953598702,-0.07653754,-0.255634866,-0.947260736,-0.271293657,-2.960939931,0.734567803
Paylocity,Payroll and workforce management software,Software & IT Services,-0.599940541,0.296910581,-0.290270102,-0.348568322,-0.462122417,0.245979483,1.021665994,-0.845324303,0.173430576
PayPal,Digital payments platform and fintech,Financial Services,1.025534715,-0.751908623,-0.027920232,-0.079688823,-3.006672572,-0.743101409,,-0.316453541,-0.358404963
PepsiCo,Multinational food and beverage corporation,Consumer Products,-0.609737208,-0.436326418,0.397336813,-0.253229691,0.474331477,0.321077112,,0.248647061,0.579849876
Peraton,Defence and intelligence contractor,Industrials,0.916909246,-0.69758429,-0.199528267,-0.268608767,0.360400427,1.328640222,-0.075809297,-0.555920108,0.753948302
Pet Supplies Plus,Pet supply retail chain,Specialty Retail & Apparel,1.492475991,,-1.209733746,-0.882764284,,-0.275701882,,,
Petco,Retailer of pet products and services,Specialty Retail & Apparel,-0.667548594,,-0.706559022,-2.294498562,,-1.787249639,,,
PetSmart,Pet retailer offering grooming and boarding,Specialty Retail & Apparel,-0.523860162,,-0.279408182,-0.924819789,,-0.966666029,,,
Pfizer,Global pharmaceutical firm,Life Sciences & Biopharma,0.092868625,0.65591595,0.536668985,0.30507102,-0.147880348,0.31571137,0.571222402,0.8267451,-0.044588479
Philips,Dutch health technology and lighting company,Life Sciences & Biopharma,1.491780931,0.316744609,0.419001312,0.531594689,-1.153454557,-0.257228379,-0.081177664,0.054832345,-1.908923015
Pilot Flying J,Chain of travel centers and truck stops,Grocery Stores,-0.565122844,,-1.78630922,-0.074099393,,-1.36143781,,,
Pizza Hut,Pizza restaurant chain owned by Yum! Brands,Restaurants & Fast Food,0.58463303,,1.124838852,-0.352997771,,1.082539337,,,
PizzaExpress,UK-based pizza restaurant chain,Restaurants & Fast Food,-1.910357886,,0.915962365,-0.517004501,,1.277358819,,,
PNC,American bank and financial services company,Financial Services,0.507528848,0.40464399,0.124439992,-0.705922369,0.58063837,-0.157457003,,0.163906732,0.809344311
Popeyes,Fried chicken fast-food chain,Restaurants & Fast Food,-0.339443726,,0.186194212,0.068847008,,-0.153895055,,,
PPD,Clinical research organization,Life Sciences & Biopharma,0.24308986,0.067900596,-0.679216155,-0.714246381,0.882943882,1.258381239,-1.590436907,0.228787978,1.018263407
PPG,"Manufacturer of paints, coatings, and materials",Industrials,0.454001966,-1.371766842,-1.586292107,-2.107380896,-0.944509156,-1.171336329,-1.208011009,-0.903602535,0.606417002
Premier Inn,British budget hotel chain,Travel & Leisure,-1.625953223,,-0.505653294,-0.72274705,,-1.70049497,,,
Premium Retail Services,Provider of retail merchandising services,Business Services,0.390518446,-0.036602686,-1.739158436,-1.148196725,0.7167319,-0.956909478,,-1.707058377,0.535117165
Pret A Manger,British sandwich and coffee shop chain,Restaurants & Fast Food,-2.010076111,,-0.351743956,0.271830207,,-0.931528037,,,
Primark,Discount fashion retailer owned by ABF,Specialty Retail & Apparel,0.338359008,,0.588055467,0.14909755,,-0.441788021,,,
Prime Communications,Authorized retailer of AT&T,Specialty Retail & Apparel,-1.574772677,,-3.477976089,-2.002215402,,-1.513827499,,,
Principal Financial Group,Investment and insurance,Insurance,0.203208947,1.13621347,0.897650179,0.215145285,0.926518907,0.159546207,,0.13973166,-0.047514075
Procore Technologies,Construction management software provider,Software & IT Services,0.128360464,-0.057000884,-0.635910053,0.233310963,-0.998601185,0.280801069,-0.773288366,0.520461744,-0.383311052
Procter & Gamble,Consumer goods giant,Consumer Products,-0.522528742,1.026193484,0.533466705,0.203345741,0.916101377,0.47594458,,1.355454643,-0.492360676
Progressive,Auto insurance company,Insurance,-1.298403148,1.40842325,1.203996283,0.377900879,1.008562763,0.995787784,,0.70866601,1.015515525
Protiviti,Consulting firm for internal audits and risk,Outsourcing & Staffing,2.319780855,,1.035621672,1.778864614,,0.929156085,,,
Prudential,Financial services and insurance group,Insurance,0.565366587,0.490597661,1.189089462,0.051562138,-0.843807766,0.197124518,,0.691160227,-1.049404337
Publicis,Global advertising and communications group,Business Services,-0.147305107,-0.180920951,0.882465816,0.46261145,0.668680072,0.462131961,,0.324445842,-0.519977181
Publicis Sapient,Digital transformation arm of Publicis Groupe,Business Services,0.140659901,-1.423352594,1.281751827,0.899180565,0.187474428,-0.249858132,,1.244951878,-0.860915592
Publix,Employee-owned supermarket chain in the US,Grocery Stores,0.059252325,,0.099345019,0.043835381,,0.216657419,,,
PwC,Global accounting and consulting firm,Business Consulting,-0.757279601,0.916141957,0.583639602,-0.348407426,0.634357196,0.634916782,,0.483542862,0.525818513
Qualcomm,Semiconductors and telecommunications,Tech Giants,-0.442741789,0.493462701,0.091918704,0.146687552,0.957932613,-0.414160186,1.518708254,1.220671765,0.128293704
Qualtrics,Experience management software provider,Software & IT Services,-0.654180182,-3.524619423,-1.202600132,-0.62678357,-2.452940651,-3.298638841,-0.760332836,-2.937986462,-0.398733932
QuikTrip,Chain of convenience stores and gas stations,Grocery Stores,-0.985334075,,0.675257461,0.581576312,,0.623134539,,,
QVC,Television shopping network,Specialty Retail & Apparel,2.174095501,,0.52806158,0.253947468,,0.628856703,,,
RaceTrac,Chain of gas stations and convenience stores,Grocery Stores,0.294020894,,-0.828790942,-1.065789658,,-1.726579186,,,
Ralph Lauren,Luxury fashion brand,Specialty Retail & Apparel,-0.134709249,,-0.251712278,0.736094726,,-0.173168016,,,
Randstad,Global HR and staffing services firm,Outsourcing & Staffing,0.815387431,,1.180893025,0.467073547,,0.952871561,,,
Raymond James Financial,Financial services and investment management,Financial Services,-0.3483485,0.356307967,1.015313601,0.841147567,1.099020985,1.689684884,,1.079047367,0.690597394
RBC,Royal Bank of Canada,Financial Services,-0.41701292,1.179291182,1.047935937,0.920536733,1.061836683,0.949265931,,0.739624295,0.167420401
Real Canadian Superstore,Canadian supermarket chain owned by Loblaw,General Retail,0.878878908,,0.522290068,0.523016973,,1.273485828,,,
Reckitt,Consumer goods company known for health and hygiene,Consumer Products,0.141794776,-0.688478839,0.641529298,0.110929409,-1.195843469,-0.326517018,,0.229215591,0.136177427
Red Bull,Energy drink brand,Consumer Products,-0.751799403,1.540413153,0.190660698,1.838635591,0.950200572,0.668384723,,0.68210559,0.7801698
Red Hat,Open-source enterprise software,Software & IT Services,0.300571979,0.560519486,0.481137842,0.562604848,-0.890578623,-0.234815214,1.138983048,-0.449119749,-1.396375279
Red Lobster,Casual dining seafood restaurant chain,Restaurants & Fast Food,0.207540194,,0.299004102,0.10190687,,0.121848021,,,
Red Robin,Burger chain,Restaurants & Fast Food,0.637142678,,-1.280361351,-0.305756812,,-0.91945695,,,
Regal,American cinema chain,Media & Entertainment,-1.002168392,0.358302501,-1.021533977,-1.760518513,0.623758602,-0.695951023,,-0.025462894,1.525154133
Regeneron,Biotech company focused on antibody therapies,Life Sciences & Biopharma,-2.237265762,0.383632517,0.248773958,0.323815361,0.632118197,-0.361711957,1.795349385,0.174854943,-0.58458572
Regions Financial,Regional bank based in Alabama,Financial Services,0.770633153,0.801531801,-0.352767807,0.048772821,0.633517519,-0.038223685,,-0.737698304,0.605546734
REI,Outdoor gear and sporting goods retailer,Specialty Retail & Apparel,0.378747278,,0.256910211,0.493936569,,-0.766872508,,,
Republic Services,Waste collection and recycling,Outsourcing & Staffing,-0.169964581,,-1.187252521,0.111354108,,-0.712597926,,,
Revolut,Digital banking and financial technology,Financial Services,-1.165967955,-1.369526878,-1.662167824,-2.014290825,-1.398390978,-0.680656197,,0.504086667,1.679399506
RH,Luxury home furnishings retailer,Specialty Retail & Apparel,-2.761428351,,-3.842915769,-1.201380441,,-3.29570498,,,
Ricoh,Imaging and electronics,Industrials,0.413065468,-0.029618604,0.349686273,0.776802437,-0.609966522,0.765771317,-0.921486214,-0.295099746,0.024124357
Rite Aid,Pharmacy chain,General Retail,0.6075683,,0.869778835,-0.380802923,,0.874049108,,,
Ritz-Carlton,Luxury hotel brand under Marriott,Travel & Leisure,-0.868241708,,-0.265229404,-0.352233488,,-0.724320744,,,
River Island,UK-based fashion retailer,Specialty Retail & Apparel,-0.750052473,,-0.565225611,-0.117585936,,-0.619782257,,,
Rivian,Electric vehicle manufacturer,Industrials,-1.137672867,-1.699921654,-1.181589118,-0.722416874,-2.88569999,-2.521083681,1.436361507,-1.859874352,0.218618577
Robert Half,Recruitment and professional staffing firm,Outsourcing & Staffing,0.106102511,,0.059144394,0.015029156,,0.597309956,,,
Roche,Swiss multinational healthcare company,Life Sciences & Biopharma,1.265198913,0.268580841,0.541732086,0.70145828,-1.592593713,-0.348908606,0.308009536,0.086468644,-1.234423567
Rocket Companies,Parent of Quicken Loans and related fintech firms,Financial Services,-2.089519792,-1.174639062,-1.280244468,-0.043674618,-0.80200289,0.009267709,,-0.885509563,1.378414455
Rockwell Automation,Industrial automation,Industrials,0.642960289,0.533943388,1.654386799,0.806873731,-0.783090274,0.427523087,-0.439364221,1.177052499,-2.007915211
Rogers Communications,Canadian communications and media company,Telecommunications,-0.294322704,1.274243212,1.297519846,0.433898801,0.674544789,1.425880315,,1.31004581,0.846821751
Rolls-Royce,British aerospace and defence firm,Industrials,0.702505081,1.693220402,1.100500063,0.46897183,-0.135326595,-0.127481089,-0.034849447,0.559790944,-2.616502343
Ross Stores,Off-price apparel and home fashion retailer,General Retail,0.219294607,,0.185068904,-0.80686265,,-0.194395071,,,
Royal Caribbean Group,Cruise company operating multiple brands,Travel & Leisure,-2.360584842,,0.203315236,0.666068658,,0.18225029,,,
RSM,Accounting and consulting,Business Services,-0.670729367,0.573237217,1.116363563,0.862445356,0.72590933,0.852261683,,1.352721605,0.451810954
RTX,Aerospace and defence,Industrials,0.701843697,-0.083202404,-0.086994267,-0.717513879,-0.143750549,-0.089963807,-0.660455855,0.010649637,-0.940700841
Ryder System,Transportation and logistics,Supply Chain & Logistics,0.95474484,,-0.07735029,0.390600296,,-0.216905123,,,
S&P Global,Provider of financial information and analytics,Software & IT Services,1.439272235,0.467875255,0.970009653,-0.413447592,0.000670242,0.922542879,-0.577053438,0.957570707,-1.686489729
Safelite AutoGlass,Vehicle glass repair and replacement,Specialty Retail & Apparel,-0.198420417,,-0.723670074,-2.663395019,,-1.098670403,,,
Safeway,Supermarket chain owned by Albertsons,Grocery Stores,-0.541656977,,-0.189154656,-0.525669597,,0.29970027,,,
SAIC,IT and engineering services,Software & IT Services,0.585422809,1.55418787,0.90473166,0.395940923,1.01800928,1.05006975,-0.053233661,0.327730884,1.169258879
Sainsbury's,British supermarket and general merchandise retailer,Grocery Stores,0.113780399,,0.752222058,0.548664019,,-0.022829156,,,
Saks Fifth Avenue,Luxury department store chain,Specialty Retail & Apparel,1.397855648,,-1.520409823,-1.052937979,,-1.500955228,,,
Salesforce,Customer relationship management software,Software & IT Services,-0.571552778,0.194285736,-0.672699822,0.030675718,-0.526595035,-0.281033848,1.260794221,-0.055217153,-0.622930915
Sam's Club,Membership-based warehouse club,General Retail,-0.344977231,,-1.19500443,-1.148815895,,-2.566751895,,,
Samsung,South Korean electronics conglomerate,Tech Giants,-1.00095024,-1.574173425,-1.643221722,-1.172020843,0.374892728,-0.252382702,0.544051119,-0.496066886,0.505356151
Sanofi,French healthcare and pharmaceutical company,Life Sciences & Biopharma,0.668658876,0.796162246,0.64803978,0.173205717,-0.233417162,0.404939238,-0.699702967,0.338150749,-0.852452312
Santander,Global banking group based in Spain,Financial Services,0.070656499,-0.209144825,0.427888472,0.214853015,-0.011062012,0.175974461,,1.020491133,-0.189494432
SAP,Enterprise application software provider,Tech Giants,1.028078862,-1.73748677,-0.180705603,0.860843918,-1.317213415,-0.598053582,-0.635897573,-1.774980487,-1.474265903
Save-On-Foods,Canadian grocery store chain,Grocery Stores,-0.003636583,,0.894880313,0.939566224,,1.215517331,,,
Schneider Electric,Energy management and automation firm,Industrials,0.688762154,-0.007261445,2.500187593,2.564216827,0.500988214,1.485368688,0.477744415,0.541683459,-0.810932955
Schnieder National,Truckload logistics and transportation provider,Supply Chain & Logistics,0.46523036,,1.006641211,0.89324852,,1.70747975,,,
Scotiabank,Major Canadian bank,Financial Services,-0.195998731,0.873728795,0.780415487,0.879434361,0.567367667,0.74210977,,1.285535923,0.069059367
Sears,American department store chain,General Retail,1.150380423,,1.793978949,0.987697778,,1.420015644,,,
SeaWorld Parks & Entertainment,Operator of marine and amusement parks,Travel & Leisure,0.15939392,,-0.474292917,-1.360790765,,-0.336361229,,,
Securitas,Swedish global security services company,Outsourcing & Staffing,0.069531625,,-0.6095439,-1.352950754,,-1.38389457,,,
Sedgwick,Claims management and insurance services,Insurance,0.843670292,-0.035029652,-0.5190645,-1.06645795,0.885523228,-0.206855385,,-0.117208905,1.435521129
SelectQuote,Online insurance comparison platform,Insurance,-0.015925124,-0.877879636,-2.69961694,-0.943104618,-0.965531354,0.151761695,,-1.992556563,1.803100461
Self Opportunity,Recruitment marketing and sourcing,Outsourcing & Staffing,0.870773504,,1.960272311,-0.430619196,,2.207190318,,,
Selfridges,British luxury department store,General Retail,-0.91696938,,-0.685213713,0.641958688,,-0.561848961,,,
Serco,Outsourcing company serving public services,Business Services,-0.106142743,0.285037695,-0.915735954,-0.043945915,-0.082157772,0.167570025,,-0.030534781,0.61751396
ServiceNow,Enterprise IT service management platform,Software & IT Services,-0.204133236,1.346772031,0.877915137,1.904085383,0.637836343,1.564145786,1.947846859,0.757324578,-1.308934636
SGS,"Testing, inspection, and certification",Business Services,-0.299845637,-0.756921052,-0.440766625,-0.963395721,0.791549395,-0.824008067,,0.160576691,-0.538994183
Shake Shack,Fast-casual burger chain,Restaurants & Fast Food,-0.615764357,,-0.151624333,1.128148284,,-1.576639608,,,
Sheetz,Family-owned convenience store chain,Grocery Stores,-0.914968082,,-0.259037215,0.787753588,,-0.895901472,,,
Sherwin-Williams,Manufacturer of paints and coatings,Specialty Retail & Apparel,-0.406384426,,0.39324299,-0.117836634,,0.127700387,,,
SHI International,IT products and services provider,Software & IT Services,-0.653909884,-1.631699256,-1.980040595,-1.440233447,-0.369401224,-1.04695721,-0.464865057,-2.430589491,0.999746143
Shipt,Grocery delivery service,Internet,1.448213846,-1.265808872,0.372959284,-0.727672233,0.943009014,1.10886712,-0.155983698,0.093064245,0.701916784
Shoppers Drug Mart,Canadian pharmacy retail chain,General Retail,-0.200567014,,0.938846569,0.834691439,,1.544343973,,,
Shoprite Supermarkets,Grocery store chain in the Northeastern US,Grocery Stores,1.239768442,,0.106542769,-0.201288932,,0.120901585,,,
Siemens,German engineering and manufacturing firm,Industrials,0.714475994,0.998483343,1.116321962,0.17803098,0.277919472,1.01801038,-0.022320424,1.345611773,-0.813866037
Siemens Healthineers,Medical technology company under Siemens,Life Sciences & Biopharma,0.460821834,1.066612653,0.754686105,0.483572285,0.207272414,0.504723008,-0.665227821,0.325231619,-0.740903957
Signet Jewelers,Jewelry retail group,Specialty Retail & Apparel,1.074490398,,-0.261542517,0.056515225,,-0.244026928,,,
Six Flags,Amusement park operator,Travel & Leisure,0.67831943,,0.164669098,0.337952074,,0.92902251,,,
Skechers U.S.A.,Footwear company known for comfort,Specialty Retail & Apparel,0.474812335,,-0.063292229,0.161916192,,1.202735704,,,
Sky,British broadcaster and telecoms firm,Media & Entertainment,-0.495722841,-0.6942323,-0.643704215,-0.344671355,-0.077021392,-0.039156071,0.74541447,-4.1543E-05,-0.389840563
SkyWest Airlines,Regional airline operating as Delta Connection,Travel & Leisure,-0.131656209,,-0.441617427,-0.833897674,,2.065211683,,,
Slalom,Business and technology consulting firm,Business Consulting,1.20681472,-0.768880866,-0.314502465,1.587565012,-1.828534755,-0.303713579,,-1.063189006,-0.829706037
Smith & Nephew,Medical technology company,Life Sciences & Biopharma,0.077460283,-1.444083905,0.189179319,1.866521854,-1.015843159,0.870346257,-1.084811857,0.38303159,-0.090621038
Smoothie King,Smoothie and health-focused beverage chain,Restaurants & Fast Food,1.787515696,,0.993144516,0.002063621,,0.791795767,,,
Sobeys,Canadian grocery store chain,Grocery Stores,1.656004835,,1.222555518,1.200289906,,1.695528887,,,
Societe Generale,French multinational investment bank,Financial Services,0.838043395,-0.114457151,1.476624977,0.255760238,0.738334377,0.594394673,,0.331143093,-1.011848609
Sodexo,Food services and facilities management company,Outsourcing & Staffing,0.135451247,,0.016035891,-0.576120057,,-0.919635464,,,
Sonic,Drive-in fast-food restaurant chain,Restaurants & Fast Food,0.26978386,,0.07627032,-0.583522197,,-0.011753709,,,
Sony Entertainment,Division of Sony focused on film and TV,Media & Entertainment,0.386603697,-0.32987015,0.080728828,1.186590283,0.319172468,0.237867108,1.189041825,0.408867269,-0.965408472
Southwest Airlines,Low-cost American airline,Travel & Leisure,1.186717603,,0.411616248,1.173332628,,0.16053791,,,
SpaceX,Rockets and spacecraft,Industrials,-4.274340086,0.968029109,-1.131961731,-0.212096216,0.873420208,-0.273132278,3.256846373,-0.734262564,2.693488362
SPAR,Global group of independently owned retailers,Grocery Stores,0.297818009,,1.665962353,0.285645188,,2.190993422,,,
Spectrum,Cable and internet provider under Charter,Telecommunications,-1.538583847,0.053939585,-1.529332,-1.281349439,0.902722298,-1.019046861,,-1.175451189,1.131986299
Speedway,Chain of gas stations and convenience stores,Grocery Stores,-1.162089442,,-1.130694707,-1.707110807,,-0.974108063,,,
Spirit Airlines,Budget airline in the US,Travel & Leisure,0.887880589,,0.310277606,-0.230508571,,-0.347438266,,,
Spirit Halloween,Seasonal Halloween costume and decor retailer,Specialty Retail & Apparel,0.607617882,,0.432687211,0.197342575,,0.345048771,,,
Splunk,Data platform for searching and monitoring logs,Software & IT Services,0.422908917,0.377621712,0.075557631,0.165550429,-1.470600676,-0.96386435,-1.137097718,0.325394056,-0.775538406
Sport Chek,Canadian sporting goods retailer,Specialty Retail & Apparel,1.474045138,,0.693527621,-0.032818071,,0.195655398,,,
Sports Direct,UK-based sporting goods and fashion retailer,Specialty Retail & Apparel,-0.638577889,,0.835139029,0.123426219,,0.933757227,,,
Spotify,Music streaming platform,Media & Entertainment,2.234440085,-1.707057899,-0.058397502,-0.25868364,-1.167251098,-0.917918589,-0.486757908,-0.806220893,-1.50752816
Sprouts Farmers Market,Natural and organic foods supermarket,Grocery Stores,0.056897454,,-1.896428192,-1.049007207,,-1.76064172,,,
SS&C,Provider of financial services and software,Software & IT Services,0.859622444,-1.436027655,-0.215832544,-1.248719092,0.495144714,-0.899918824,-0.060208471,-0.270092741,0.594888465
Stanley Black & Decker,Manufacturer of tools and storage solutions,Industrials,0.408876528,-1.28119687,0.262725598,0.205028788,-1.216304958,-0.368947795,0.040081795,-0.211600202,1.001930018
Staples,Office supply retail chain,Specialty Retail & Apparel,0.961712787,,0.773116133,0.333539086,,0.915647021,,,
Starbucks,Coffeehouse chain with global presence,Restaurants & Fast Food,-0.410363852,,0.420655259,-0.965456121,,-1.471299144,,,
State Farm,Insurance and financial services,Insurance,-1.048059719,0.918154773,0.039637718,-0.791373165,0.786465331,0.082418527,,0.458770002,0.85982121
State Street,Financial services and asset management firm,Financial Services,-0.052625654,0.088447188,0.250854939,-0.926428464,0.479110775,0.035524933,,-0.021040736,-0.272552197
Stellantis,Multinational automaker formed by merger,Industrials,-0.596283113,-0.353341001,-0.407400403,-0.951440857,0.48306299,-0.722827453,-0.823027281,-0.067424661,1.141016862
Stitch Fix,Online personal styling and clothing service,Internet,1.814351045,-0.252151094,-0.428165012,0.138108961,-0.712382968,-0.123375733,-0.629033911,-0.774166487,0.730175042
Yelp,Business reviews and rating platform,Internet,0.009464815,0.893274714,-1.462582835,0.389918772,1.136957325,-0.011054319,-0.330361114,-0.731211506,0.616767287
Stop & Shop,American grocery chain,Grocery Stores,0.8478597,,0.136831115,-1.503685243,,-0.496716322,,,
Stripe,Online payments infrastructure provider,Financial Services,-1.93322179,-0.098078135,-1.530351834,-1.104833486,-1.996483317,-0.974315145,,-0.008420201,-0.041395248
Stryker,Medical technology and equipment firm,Life Sciences & Biopharma,-1.2696744,0.960148264,-0.403156381,0.293342524,0.912583639,0.641338681,0.034470002,0.871432755,1.186487835
Subway,Global sandwich restaurant chain,Restaurants & Fast Food,0.791940679,,1.255070534,-0.387292707,,0.964651848,,,
Sun Life,Canadian insurance and wealth management company,Insurance,1.324193757,1.048430672,1.339200209,1.494644646,1.091774582,0.758756555,,0.897580188,-0.730350952
Sunbelt Rentals,Construction and industrial equipment rental,Business Services,-0.957332561,-0.955576307,-1.703730136,-0.077333239,-0.609062373,-1.772587625,,-1.199789871,-0.173014879
Sunglass Hut,Retailer of branded sunglasses,Specialty Retail & Apparel,0.735969134,,0.535061027,-0.046061765,,0.470589307,,,
Superdrug,Uk-based health and beauty retailer,General Retail,-1.629622386,,-0.55783196,0.874041003,,-0.427048734,,,
Sutherland,Business process outsourcing and technology firm,Business Services,-0.087044218,0.915228744,-0.363723226,-0.377233757,-0.122767845,0.533266752,,0.490331525,-0.027154969
Swissport,Provider of airport ground and cargo services,Outsourcing & Staffing,-1.537897037,,-0.295226672,-1.106095018,,-1.711708892,,,
Syneos Health,Biopharmaceutical solutions and clinical research,Life Sciences & Biopharma,1.278087739,-1.211795673,0.609342777,0.122062439,0.566430266,1.416236946,-0.444259332,0.918986498,1.438570215
T-Mobile,Us-based wireless network operator,Telecommunications,-0.611497881,0.345044598,-0.237225129,-0.211431372,0.149573447,-0.714177472,,-0.076621239,1.303567414
T. Rowe Price,Investment management firm,Financial Services,-0.111161024,0.002540154,-0.43368841,1.197115374,0.321177106,-0.019356402,,-0.180961048,-1.132706736
T.K. Maxx,Discount fashion retailer under tjx,Specialty Retail & Apparel,0.00839894,,0.516761706,1.132121949,,0.479391948,,,
Taco Bell,Mexican-inspired fast-food chain,Restaurants & Fast Food,0.349314534,,0.262612336,-0.243342723,,0.340649047,,,
Takeda Pharmaceuticals,Japanese pharmaceutical company,Life Sciences & Biopharma,-0.183930124,-0.248541633,1.340996262,0.408678739,-0.510641546,0.309549458,-0.448030183,-0.655509151,-0.427185144
Target,American retail chain,General Retail,0.179067568,,0.409214505,0.358225585,,-0.530651631,,,
Tata Consultancy Services,Global it services and consulting company,Software & IT Services,-0.236635513,0.021853586,0.230282873,-1.073584339,1.165277274,0.173633338,-0.350404295,0.845098392,0.960845046
TD Bank,Major canadian bank,Financial Services,-0.561176359,1.116114636,1.059225382,0.644621157,0.84878879,0.685536638,,0.824941194,0.493749604
Tech Mahindra,Indian multinational it services firm,Software & IT Services,-0.658433499,-0.624085884,-0.957084937,-1.515730997,0.838796732,-0.106106388,-0.195625618,0.489043654,1.077942823
TEKsystems,It staffing and talent solutions provider,Outsourcing & Staffing,-0.803073131,,0.108838309,0.442526892,,0.731628907,,,
Teleperformance,Outsourced customer experience management,Business Services,0.25681413,0.283176881,0.553501822,0.022305731,1.12439459,0.851823104,,0.589587845,1.093197733
TELUS,Canadian telecom and media company,Telecommunications,1.026226409,0.143258774,0.591619318,0.499701632,-0.036555665,0.918775283,,0.556950122,0.310536003
TELUS Digital,Digital innovation arm of telus,Software & IT Services,0.721705753,-1.313316868,0.070642352,-0.765468031,0.797156976,0.498630725,-0.092899868,0.556972001,1.905019246
Tesco,British multinational grocery retailer,Grocery Stores,0.091869922,,1.244314458,0.747424986,,0.542478481,,,
Tesla,Electric vehicles and clean energy,Industrials,-2.722907002,0.515748475,-1.148277739,-1.268132119,0.552949335,-0.63324964,2.792350578,0.718074864,2.642723756
